index,time,measured_power_util
2383,715500000000,0.772
2384,715800000000,0.773
2385,716100000000,0.776
2386,716400000000,0.777
2387,716700000000,0.776
2388,717000000000,0.778
2389,717300000000,0.782
2390,717600000000,0.777
2391,717900000000,0.768
2392,718200000000,0.764
2393,718500000000,0.762
2394,718800000000,0.747
2395,719100000000,0.748
2396,719400000000,0.745
2397,719700000000,0.744
2398,720000000000,0.74
2399,720300000000,0.738
2400,720600000000,0.731
2401,720900000000,0.732
2402,721200000000,0.732
2403,721500000000,0.739
2404,721800000000,0.745
2405,722100000000,0.749
2406,722400000000,0.754
2407,722700000000,0.761
2408,723000000000,0.765
2409,723300000000,0.767
2410,723600000000,0.766
2411,723900000000,0.762
2412,724200000000,0.752
2413,724500000000,0.744
2414,724800000000,0.741
2415,725100000000,0.749
2416,725400000000,0.756
2417,725700000000,0.741
2418,726000000000,0.726
2419,726300000000,0.724
2420,726600000000,0.75
2421,726900000000,0.771
2422,727200000000,0.779
2423,727500000000,0.78
2424,727800000000,0.778
2425,728100000000,0.774
2426,728400000000,0.77
2427,728700000000,0.768
2428,729000000000,0.77
2429,729300000000,0.77
2430,729600000000,0.77
2431,729900000000,0.772
2432,730200000000,0.772
2433,730500000000,0.771
2434,730800000000,0.769
2435,731100000000,0.77
2436,731400000000,0.77
2437,731700000000,0.766
2438,732000000000,0.753
2439,732300000000,0.751
2440,732600000000,0.745
2441,732900000000,0.739
2442,733200000000,0.739
2443,733500000000,0.76
2444,733800000000,0.775
2445,734100000000,0.78
2446,734400000000,0.782
2447,734700000000,0.781
2448,735000000000,0.778
2449,735300000000,0.772
2450,735600000000,0.771
2451,735900000000,0.772
2452,736200000000,0.774
2453,736500000000,0.775
2454,736800000000,0.776
2455,737100000000,0.777
2456,737400000000,0.774
2457,737700000000,0.767
2458,738000000000,0.759
2459,738300000000,0.755
2460,738600000000,0.748
2461,738900000000,0.751
2462,739200000000,0.757
2463,739500000000,0.765
2464,739800000000,0.768
2465,740100000000,0.772
2466,740400000000,0.774
2467,740700000000,0.772
2468,741000000000,0.774
2469,741300000000,0.775
2470,741600000000,0.775
2471,741900000000,0.777
2472,742200000000,0.777
2473,742500000000,0.773
2474,742800000000,0.767
2475,743100000000,0.756
2476,743400000000,0.748
2477,743700000000,0.747
2478,744000000000,0.751
2479,744300000000,0.752
2480,744600000000,0.759
2481,744900000000,0.772
2482,745200000000,0.781
2483,745500000000,0.781
2484,745800000000,0.779
2485,746100000000,0.777
2486,746400000000,0.774
2487,746700000000,0.774
2488,747000000000,0.774
2489,747300000000,0.774
2490,747600000000,0.776
2491,747900000000,0.775
2492,748200000000,0.773
2493,748500000000,0.771
2494,748800000000,0.769
2495,749100000000,0.774
2496,749400000000,0.775
2497,749700000000,0.776
2498,750000000000,0.775
2499,750300000000,0.776
2500,750600000000,0.775
2501,750900000000,0.768
2502,751200000000,0.751
2503,751500000000,0.741
2504,751800000000,0.747
2505,752100000000,0.765
2506,752400000000,0.775
2507,752700000000,0.774
2508,753000000000,0.774
2509,753300000000,0.774
2510,753600000000,0.77
2511,753900000000,0.771
2512,754200000000,0.771
2513,754500000000,0.774
2514,754800000000,0.774
2515,755100000000,0.773
2516,755400000000,0.77
2517,755700000000,0.76
2518,756000000000,0.756
2519,756300000000,0.762
2520,756600000000,0.77
2521,756900000000,0.773
2522,757200000000,0.766
2523,757500000000,0.752
2524,757800000000,0.742
2525,758100000000,0.753
2526,758400000000,0.772
2527,758700000000,0.782
2528,759000000000,0.783
2529,759300000000,0.783
2530,759600000000,0.782
2531,759900000000,0.777
2532,760200000000,0.767
2533,760500000000,0.771
2534,760800000000,0.777
2535,761100000000,0.778
2536,761400000000,0.769
2537,761700000000,0.749
2538,762000000000,0.738
2539,762300000000,0.729
2540,762600000000,0.729
2541,762900000000,0.727
2542,763200000000,0.732
2543,763500000000,0.739
2544,763800000000,0.741
2545,764100000000,0.738
2546,764400000000,0.731
2547,764700000000,0.73
2548,765000000000,0.725
2549,765300000000,0.713
2550,765600000000,0.712
2551,765900000000,0.715
2552,766200000000,0.716
2553,766500000000,0.716
2554,766800000000,0.717
2555,767100000000,0.711
2556,767400000000,0.71
2557,767700000000,0.704
2558,768000000000,0.702
2559,768300000000,0.705
2560,768600000000,0.709
2561,768900000000,0.713
2562,769200000000,0.712
2563,769500000000,0.707
2564,769800000000,0.708
2565,770100000000,0.716
2566,770400000000,0.718
2567,770700000000,0.72
2568,771000000000,0.727
2569,771300000000,0.735
2570,771600000000,0.732
2571,771900000000,0.733
2572,772200000000,0.733
2573,772500000000,0.726
2574,772800000000,0.729
2575,773100000000,0.727
2576,773400000000,0.731
2577,773700000000,0.731
2578,774000000000,0.734
2579,774300000000,0.729
2580,774600000000,0.728
2581,774900000000,0.73
2582,775200000000,0.73
2583,775500000000,0.737
2584,775800000000,0.743
2585,776100000000,0.745
2586,776400000000,0.747
2587,776700000000,0.744
2588,777000000000,0.745
2589,777300000000,0.746
2590,777600000000,0.748
2591,777900000000,0.747
2592,778200000000,0.744
2593,778500000000,0.74
2594,778800000000,0.742
2595,779100000000,0.744
2596,779400000000,0.743
2597,779700000000,0.735
2598,780000000000,0.733
2599,780300000000,0.728
2600,780600000000,0.73
2601,780900000000,0.736
2602,781200000000,0.738
2603,781500000000,0.738
2604,781800000000,0.735
2605,782100000000,0.734
2606,782400000000,0.733
2607,782700000000,0.738
2608,783000000000,0.737
2609,783300000000,0.741
2610,783600000000,0.744
2611,783900000000,0.744
2612,784200000000,0.742
2613,784500000000,0.745
2614,784800000000,0.753
2615,785100000000,0.756
2616,785400000000,0.757
2617,785700000000,0.757
2618,786000000000,0.755
2619,786300000000,0.759
2620,786600000000,0.758
2621,786900000000,0.754
2622,787200000000,0.75
2623,787500000000,0.748
2624,787800000000,0.746
2625,788100000000,0.746
2626,788400000000,0.744
2627,788700000000,0.74
2628,789000000000,0.74
2629,789300000000,0.738
2630,789600000000,0.735
2631,789900000000,0.736
2632,790200000000,0.737
2633,790500000000,0.742
2634,790800000000,0.739
2635,791100000000,0.737
2636,791400000000,0.736
2637,791700000000,0.739
2638,792000000000,0.74
2639,792300000000,0.739
2640,792600000000,0.739
2641,792900000000,0.737
2642,793200000000,0.735
2643,793500000000,0.743
2644,793800000000,0.748
2645,794100000000,0.746
2646,794400000000,0.747
2647,794700000000,0.753
2648,795000000000,0.757
2649,795300000000,0.763
2650,795600000000,0.764
2651,795900000000,0.762
2652,796200000000,0.76
2653,796500000000,0.764
2654,796800000000,0.765
2655,797100000000,0.769
2656,797400000000,0.767
2657,797700000000,0.766
2658,798000000000,0.768
2659,798300000000,0.772
2660,798600000000,0.773
2661,798900000000,0.766
2662,799200000000,0.763
2663,799500000000,0.763
2664,799800000000,0.768
2665,800100000000,0.771
2666,800400000000,0.769
2667,800700000000,0.765
2668,801000000000,0.761
2669,801300000000,0.754
2670,801600000000,0.755
2671,801900000000,0.751
2672,802200000000,0.752
2673,802500000000,0.763
2674,802800000000,0.774
2675,803100000000,0.78
2676,803400000000,0.786
2677,803700000000,0.787
2678,804000000000,0.787
2679,804300000000,0.785
2680,804600000000,0.786
2681,804900000000,0.784
2682,805200000000,0.781
2683,805500000000,0.78
2684,805800000000,0.779
2685,806100000000,0.778
2686,806400000000,0.778
2687,806700000000,0.778
2688,807000000000,0.778
2689,807300000000,0.778
2690,807600000000,0.777
2691,807900000000,0.776
2692,808200000000,0.775
2693,808500000000,0.771
2694,808800000000,0.77
2695,809100000000,0.769
2696,809400000000,0.77
2697,809700000000,0.775
2698,810000000000,0.778
2699,810300000000,0.779
2700,810600000000,0.78
2701,810900000000,0.777
2702,811200000000,0.773
2703,811500000000,0.772
2704,811800000000,0.768
2705,812100000000,0.77
2706,812400000000,0.765
2707,812700000000,0.758
2708,813000000000,0.753
2709,813300000000,0.755
2710,813600000000,0.761
2711,813900000000,0.768
2712,814200000000,0.77
2713,814500000000,0.77
2714,814800000000,0.771
2715,815100000000,0.771
2716,815400000000,0.771
2717,815700000000,0.773
2718,816000000000,0.774
2719,816300000000,0.775
2720,816600000000,0.775
2721,816900000000,0.774
2722,817200000000,0.773
2723,817500000000,0.773
2724,817800000000,0.775
2725,818100000000,0.776
2726,818400000000,0.776
2727,818700000000,0.776
2728,819000000000,0.774
2729,819300000000,0.771
2730,819600000000,0.769
2731,819900000000,0.769
2732,820200000000,0.778
2733,820500000000,0.783
2734,820800000000,0.782
2735,821100000000,0.779
2736,821400000000,0.778
2737,821700000000,0.778
2738,822000000000,0.775
2739,822300000000,0.776
2740,822600000000,0.778
2741,822900000000,0.776
2742,823200000000,0.775
2743,823500000000,0.775
2744,823800000000,0.773
2745,824100000000,0.774
2746,824400000000,0.773
2747,824700000000,0.773
2748,825000000000,0.772
2749,825300000000,0.769
2750,825600000000,0.768
2751,825900000000,0.771
2752,826200000000,0.77
2753,826500000000,0.756
2754,826800000000,0.76
2755,827100000000,0.767
2756,827400000000,0.769
2757,827700000000,0.77
2758,828000000000,0.771
2759,828300000000,0.772
2760,828600000000,0.774
2761,828900000000,0.772
2762,829200000000,0.774
2763,829500000000,0.775
2764,829800000000,0.772
2765,830100000000,0.757
2766,830400000000,0.741
2767,830700000000,0.747
2768,831000000000,0.754
2769,831300000000,0.748
2770,831600000000,0.76
2771,831900000000,0.771
2772,832200000000,0.772
2773,832500000000,0.77
2774,832800000000,0.769
2775,833100000000,0.768
2776,833400000000,0.767
2777,833700000000,0.764
2778,834000000000,0.755
2779,834300000000,0.735
2780,834600000000,0.709
2781,834900000000,0.715
2782,835200000000,0.728
2783,835500000000,0.735
2784,835800000000,0.756
2785,836100000000,0.772
2786,836400000000,0.778
2787,836700000000,0.774
2788,837000000000,0.761
2789,837300000000,0.748
2790,837600000000,0.745
2791,837900000000,0.75
2792,838200000000,0.75
2793,838500000000,0.753
2794,838800000000,0.765
2795,839100000000,0.76
2796,839400000000,0.754
2797,839700000000,0.756
2798,840000000000,0.756
2799,840300000000,0.758
2800,840600000000,0.764
2801,840900000000,0.768
2802,841200000000,0.771
2803,841500000000,0.767
2804,841800000000,0.758
2805,842100000000,0.758
2806,842400000000,0.759
2807,842700000000,0.761
2808,843000000000,0.761
2809,843300000000,0.758
2810,843600000000,0.756
2811,843900000000,0.761
2812,844200000000,0.767
2813,844500000000,0.759
2814,844800000000,0.755
2815,845100000000,0.76
2816,845400000000,0.757
2817,845700000000,0.753
2818,846000000000,0.756
2819,846300000000,0.76
2820,846600000000,0.764
2821,846900000000,0.766
2822,847200000000,0.765
2823,847500000000,0.76
2824,847800000000,0.744
2825,848100000000,0.728
2826,848400000000,0.734
2827,848700000000,0.752
2828,849000000000,0.768
2829,849300000000,0.774
2830,849600000000,0.771
2831,849900000000,0.77
2832,850200000000,0.773
2833,850500000000,0.773
2834,850800000000,0.772
2835,851100000000,0.771
2836,851400000000,0.77
2837,851700000000,0.767
2838,852000000000,0.767
2839,852300000000,0.763
2840,852600000000,0.749
2841,852900000000,0.73
2842,853200000000,0.718
2843,853500000000,0.718
2844,853800000000,0.718
2845,854100000000,0.723
2846,854400000000,0.733
2847,854700000000,0.743
2848,855000000000,0.742
2849,855300000000,0.741
2850,855600000000,0.745
2851,855900000000,0.742
2852,856200000000,0.733
2853,856500000000,0.735
2854,856800000000,0.736
2855,857100000000,0.739
2856,857400000000,0.743
2857,857700000000,0.746
2858,858000000000,0.744
2859,858300000000,0.74
2860,858600000000,0.739
2861,858900000000,0.736
2862,859200000000,0.735
2863,859500000000,0.74
2864,859800000000,0.753
2865,860100000000,0.761
2866,860400000000,0.759
2867,860700000000,0.76
2868,861000000000,0.764
2869,861300000000,0.761
2870,861600000000,0.756
2871,861900000000,0.755
2872,862200000000,0.751
2873,862500000000,0.75
2874,862800000000,0.752
2875,863100000000,0.754
2876,863400000000,0.754
2877,863700000000,0.756
2878,864000000000,0.758
2879,864300000000,0.76
2880,864600000000,0.761
2881,864900000000,0.762
2882,865200000000,0.765
2883,865500000000,0.767
2884,865800000000,0.767
2885,866100000000,0.765
2886,866400000000,0.767
2887,866700000000,0.763
2888,867000000000,0.759
2889,867300000000,0.76
2890,867600000000,0.762
2891,867900000000,0.764
2892,868200000000,0.767
2893,868500000000,0.767
2894,868800000000,0.764
2895,869100000000,0.765
2896,869400000000,0.759
2897,869700000000,0.756
2898,870000000000,0.753
2899,870300000000,0.752
2900,870600000000,0.744
2901,870900000000,0.745
2902,871200000000,0.744
2903,871500000000,0.744
2904,871800000000,0.74
2905,872100000000,0.739
2906,872400000000,0.738
2907,872700000000,0.741
2908,873000000000,0.741
2909,873300000000,0.742
2910,873600000000,0.745
2911,873900000000,0.75
2912,874200000000,0.752
2913,874500000000,0.755
2914,874800000000,0.753
2915,875100000000,0.755
2916,875400000000,0.755
2917,875700000000,0.753
2918,876000000000,0.749
2919,876300000000,0.749
2920,876600000000,0.746
2921,876900000000,0.749
2922,877200000000,0.752
2923,877500000000,0.757
2924,877800000000,0.764
2925,878100000000,0.764
2926,878400000000,0.76
2927,878700000000,0.758
2928,879000000000,0.757
2929,879300000000,0.756
2930,879600000000,0.757
2931,879900000000,0.76
2932,880200000000,0.758
2933,880500000000,0.758
2934,880800000000,0.758
2935,881100000000,0.76
2936,881400000000,0.767
2937,881700000000,0.772
2938,882000000000,0.766
2939,882300000000,0.763
2940,882600000000,0.765
2941,882900000000,0.764
2942,883200000000,0.758
2943,883500000000,0.76
2944,883800000000,0.767
2945,884100000000,0.767
2946,884400000000,0.769
2947,884700000000,0.767
2948,885000000000,0.759
2949,885300000000,0.759
2950,885600000000,0.756
2951,885900000000,0.754
2952,886200000000,0.754
2953,886500000000,0.754
2954,886800000000,0.758
2955,887100000000,0.766
2956,887400000000,0.773
2957,887700000000,0.772
2958,888000000000,0.769
2959,888300000000,0.767
2960,888600000000,0.765
2961,888900000000,0.771
2962,889200000000,0.774
2963,889500000000,0.777
2964,889800000000,0.78
2965,890100000000,0.783
2966,890400000000,0.777
2967,890700000000,0.774
2968,891000000000,0.774
2969,891300000000,0.774
2970,891600000000,0.773
2971,891900000000,0.773
2972,892200000000,0.774
2973,892500000000,0.776
2974,892800000000,0.776
2975,893100000000,0.775
2976,893400000000,0.775
2977,893700000000,0.774
2978,894000000000,0.773
2979,894300000000,0.773
2980,894600000000,0.773
2981,894900000000,0.774
2982,895200000000,0.774
2983,895500000000,0.774
2984,895800000000,0.774
2985,896100000000,0.774
2986,896400000000,0.772
2987,896700000000,0.769
2988,897000000000,0.768
2989,897300000000,0.769
2990,897600000000,0.77
2991,897900000000,0.774
2992,898200000000,0.775
2993,898500000000,0.776
2994,898800000000,0.776
2995,899100000000,0.774
2996,899400000000,0.775
2997,899700000000,0.775
2998,900000000000,0.774
2999,900300000000,0.774
3000,900600000000,0.772
3001,900900000000,0.771
3002,901200000000,0.772
3003,901500000000,0.773
3004,901800000000,0.774
3005,902100000000,0.774
3006,902400000000,0.772
3007,902700000000,0.771
3008,903000000000,0.769
3009,903300000000,0.77
3010,903600000000,0.77
3011,903900000000,0.771
3012,904200000000,0.773
3013,904500000000,0.774
3014,904800000000,0.775
3015,905100000000,0.775
3016,905400000000,0.774
3017,905700000000,0.772
3018,906000000000,0.773
3019,906300000000,0.772
3020,906600000000,0.773
3021,906900000000,0.774
3022,907200000000,0.775
3023,907500000000,0.772
3024,907800000000,0.77
3025,908100000000,0.766
3026,908400000000,0.762
3027,908700000000,0.763
3028,909000000000,0.761
3029,909300000000,0.755
3030,909600000000,0.754
3031,909900000000,0.754
3032,910200000000,0.754
3033,910500000000,0.751
3034,910800000000,0.751
3035,911100000000,0.752
3036,911400000000,0.75
3037,911700000000,0.746
3038,912000000000,0.749
3039,912300000000,0.751
3040,912600000000,0.748
3041,912900000000,0.751
3042,913200000000,0.756
3043,913500000000,0.756
3044,913800000000,0.756
3045,914100000000,0.757
3046,914400000000,0.757
3047,914700000000,0.754
3048,915000000000,0.753
3049,915300000000,0.754
3050,915600000000,0.756
3051,915900000000,0.759
3052,916200000000,0.76
3053,916500000000,0.759
3054,916800000000,0.751
3055,917100000000,0.75
3056,917400000000,0.753
3057,917700000000,0.754
3058,918000000000,0.748
3059,918300000000,0.749
3060,918600000000,0.754
3061,918900000000,0.755
3062,919200000000,0.754
3063,919500000000,0.757
3064,919800000000,0.758
3065,920100000000,0.759
3066,920400000000,0.759
3067,920700000000,0.749
3068,921000000000,0.745
3069,921300000000,0.749
3070,921600000000,0.749
3071,921900000000,0.752
3072,922200000000,0.758
3073,922500000000,0.76
3074,922800000000,0.756
3075,923100000000,0.756
3076,923400000000,0.761
3077,923700000000,0.76
3078,924000000000,0.764
3079,924300000000,0.762
3080,924600000000,0.761
3081,924900000000,0.762
3082,925200000000,0.763
3083,925500000000,0.761
3084,925800000000,0.763
3085,926100000000,0.763
3086,926400000000,0.76
3087,926700000000,0.758
3088,927000000000,0.757
3089,927300000000,0.757
3090,927600000000,0.761
3091,927900000000,0.758
3092,928200000000,0.738
3093,928500000000,0.717
3094,928800000000,0.702
3095,929100000000,0.695
3096,929400000000,0.697
3097,929700000000,0.695
3098,930000000000,0.695
3099,930300000000,0.694
3100,930600000000,0.697
3101,930900000000,0.695
3102,931200000000,0.699
3103,931500000000,0.693
3104,931800000000,0.701
3105,932100000000,0.707
3106,932400000000,0.708
3107,932700000000,0.708
3108,933000000000,0.706
3109,933300000000,0.708
3110,933600000000,0.71
3111,933900000000,0.72
3112,934200000000,0.736
3113,934500000000,0.752
3114,934800000000,0.761
3115,935100000000,0.741
3116,935400000000,0.73
3117,935700000000,0.733
3118,936000000000,0.74
3119,936300000000,0.741
3120,936600000000,0.73
3121,936900000000,0.724
3122,937200000000,0.718
3123,937500000000,0.716
3124,937800000000,0.722
3125,938100000000,0.724
3126,938400000000,0.737
3127,938700000000,0.747
3128,939000000000,0.759
3129,939300000000,0.759
3130,939600000000,0.748
3131,939900000000,0.739
3132,940200000000,0.737
3133,940500000000,0.732
3134,940800000000,0.724
3135,941100000000,0.733
3136,941400000000,0.733
3137,941700000000,0.733
3138,942000000000,0.731
3139,942300000000,0.73
3140,942600000000,0.732
3141,942900000000,0.733
3142,943200000000,0.736
3143,943500000000,0.734
3144,943800000000,0.73
3145,944100000000,0.731
3146,944400000000,0.735
3147,944700000000,0.734
3148,945000000000,0.723
3149,945300000000,0.72
3150,945600000000,0.721
3151,945900000000,0.728
3152,946200000000,0.738
3153,946500000000,0.748
3154,946800000000,0.741
3155,947100000000,0.725
3156,947400000000,0.727
3157,947700000000,0.727
3158,948000000000,0.716
3159,948300000000,0.717
3160,948600000000,0.71
3161,948900000000,0.701
3162,949200000000,0.705
3163,949500000000,0.711
3164,949800000000,0.713
3165,950100000000,0.713
3166,950400000000,0.71
3167,950700000000,0.711
3168,951000000000,0.7
3169,951300000000,0.694
3170,951600000000,0.704
3171,951900000000,0.709
3172,952200000000,0.705
3173,952500000000,0.706
3174,952800000000,0.704
3175,953100000000,0.703
3176,953400000000,0.703
3177,953700000000,0.703
3178,954000000000,0.702
3179,954300000000,0.713
3180,954600000000,0.722
3181,954900000000,0.721
3182,955200000000,0.721
3183,955500000000,0.725
3184,955800000000,0.724
3185,956100000000,0.718
3186,956400000000,0.719
3187,956700000000,0.724
3188,957000000000,0.721
3189,957300000000,0.723
3190,957600000000,0.724
3191,957900000000,0.729
3192,958200000000,0.731
3193,958500000000,0.727
3194,958800000000,0.73
3195,959100000000,0.731
3196,959400000000,0.727
3197,959700000000,0.725
3198,960000000000,0.728
3199,960300000000,0.721
3200,960600000000,0.712
3201,960900000000,0.71
3202,961200000000,0.713
3203,961500000000,0.715
3204,961800000000,0.711
3205,962100000000,0.71
3206,962400000000,0.713
3207,962700000000,0.718
3208,963000000000,0.723
3209,963300000000,0.733
3210,963600000000,0.73
3211,963900000000,0.73
3212,964200000000,0.732
3213,964500000000,0.741
3214,964800000000,0.745
3215,965100000000,0.741
3216,965400000000,0.735
3217,965700000000,0.73
3218,966000000000,0.729
3219,966300000000,0.74
3220,966600000000,0.751
3221,966900000000,0.761
3222,967200000000,0.764
3223,967500000000,0.764
3224,967800000000,0.766
3225,968100000000,0.758
3226,968400000000,0.752
3227,968700000000,0.746
3228,969000000000,0.741
3229,969300000000,0.739
3230,969600000000,0.733
3231,969900000000,0.736
3232,970200000000,0.743
3233,970500000000,0.759
3234,970800000000,0.766
3235,971100000000,0.764
3236,971400000000,0.765
3237,971700000000,0.771
3238,972000000000,0.776
3239,972300000000,0.771
3240,972600000000,0.766
3241,972900000000,0.766
3242,973200000000,0.774
3243,973500000000,0.776
3244,973800000000,0.759
3245,974100000000,0.749
3246,974400000000,0.75
3247,974700000000,0.752
3248,975000000000,0.763
3249,975300000000,0.77
3250,975600000000,0.774
3251,975900000000,0.78
3252,976200000000,0.781
3253,976500000000,0.784
3254,976800000000,0.78
3255,977100000000,0.776
3256,977400000000,0.775
3257,977700000000,0.772
3258,978000000000,0.774
3259,978300000000,0.774
3260,978600000000,0.774
3261,978900000000,0.774
3262,979200000000,0.774
3263,979500000000,0.772
3264,979800000000,0.772
3265,980100000000,0.774
3266,980400000000,0.773
3267,980700000000,0.772
3268,981000000000,0.772
3269,981300000000,0.77
3270,981600000000,0.768
3271,981900000000,0.768
3272,982200000000,0.767
3273,982500000000,0.768
3274,982800000000,0.77
3275,983100000000,0.772
3276,983400000000,0.775
3277,983700000000,0.777
3278,984000000000,0.777
3279,984300000000,0.776
3280,984600000000,0.776
3281,984900000000,0.775
3282,985200000000,0.775
3283,985500000000,0.775
3284,985800000000,0.775
3285,986100000000,0.775
3286,986400000000,0.776
3287,986700000000,0.777
3288,987000000000,0.777
3289,987300000000,0.774
3290,987600000000,0.774
3291,987900000000,0.774
3292,988200000000,0.775
3293,988500000000,0.774
3294,988800000000,0.773
3295,989100000000,0.773
3296,989400000000,0.773
3297,989700000000,0.772
3298,990000000000,0.771
3299,990300000000,0.771
3300,990600000000,0.771
3301,990900000000,0.774
3302,991200000000,0.773
3303,991500000000,0.77
3304,991800000000,0.769
3305,992100000000,0.768
3306,992400000000,0.766
3307,992700000000,0.765
3308,993000000000,0.767
3309,993300000000,0.77
3310,993600000000,0.771
3311,993900000000,0.769
3312,994200000000,0.772
3313,994500000000,0.772
3314,994800000000,0.77
3315,995100000000,0.77
3316,995400000000,0.764
3317,995700000000,0.762
3318,996000000000,0.759
3319,996300000000,0.757
3320,996600000000,0.752
3321,996900000000,0.75
3322,997200000000,0.742
3323,997500000000,0.738
3324,997800000000,0.738
3325,998100000000,0.74
3326,998400000000,0.742
3327,998700000000,0.749
3328,999000000000,0.751
3329,999300000000,0.751
3330,999600000000,0.751
3331,999900000000,0.747
3332,1000200000000,0.747
3333,1000500000000,0.75
3334,1000800000000,0.75
3335,1001100000000,0.749
3336,1001400000000,0.749
3337,1001700000000,0.75
3338,1002000000000,0.754
3339,1002300000000,0.756
3340,1002600000000,0.757
3341,1002900000000,0.755
3342,1003200000000,0.754
3343,1003500000000,0.752
3344,1003800000000,0.749
3345,1004100000000,0.753
3346,1004400000000,0.755
3347,1004700000000,0.754
3348,1005000000000,0.754
3349,1005300000000,0.759
3350,1005600000000,0.762
3351,1005900000000,0.762
3352,1006200000000,0.755
3353,1006500000000,0.754
3354,1006800000000,0.756
3355,1007100000000,0.754
3356,1007400000000,0.75
3357,1007700000000,0.753
3358,1008000000000,0.754
3359,1008300000000,0.756
3360,1008600000000,0.759
3361,1008900000000,0.76
3362,1009200000000,0.759
3363,1009500000000,0.758
3364,1009800000000,0.759
3365,1010100000000,0.757
3366,1010400000000,0.756
3367,1010700000000,0.752
3368,1011000000000,0.754
3369,1011300000000,0.759
3370,1011600000000,0.76
3371,1011900000000,0.76
3372,1012200000000,0.759
3373,1012500000000,0.763
3374,1012800000000,0.765
3375,1013100000000,0.76
3376,1013400000000,0.749
3377,1013700000000,0.729
3378,1014000000000,0.71
3379,1014300000000,0.696
3380,1014600000000,0.695
3381,1014900000000,0.696
3382,1015200000000,0.699
3383,1015500000000,0.697
3384,1015800000000,0.698
3385,1016100000000,0.7
3386,1016400000000,0.701
3387,1016700000000,0.702
3388,1017000000000,0.703
3389,1017300000000,0.712
3390,1017600000000,0.726
3391,1017900000000,0.726
3392,1018200000000,0.722
3393,1018500000000,0.713
3394,1018800000000,0.705
3395,1019100000000,0.712
3396,1019400000000,0.715
3397,1019700000000,0.736
3398,1020000000000,0.76
3399,1020300000000,0.774
3400,1020600000000,0.778
3401,1020900000000,0.778
3402,1021200000000,0.78
3403,1021500000000,0.773
3404,1021800000000,0.756
3405,1022100000000,0.738
3406,1022400000000,0.728
3407,1022700000000,0.73
3408,1023000000000,0.738
3409,1023300000000,0.739
3410,1023600000000,0.735
3411,1023900000000,0.739
3412,1024200000000,0.74
3413,1024500000000,0.738
3414,1024800000000,0.738
3415,1025100000000,0.736
3416,1025400000000,0.734
3417,1025700000000,0.741
3418,1026000000000,0.746
3419,1026300000000,0.744
3420,1026600000000,0.741
3421,1026900000000,0.743
3422,1027200000000,0.755
3423,1027500000000,0.762
3424,1027800000000,0.767
3425,1028100000000,0.772
3426,1028400000000,0.771
3427,1028700000000,0.768
3428,1029000000000,0.766
3429,1029300000000,0.763
3430,1029600000000,0.761
3431,1029900000000,0.761
3432,1030200000000,0.764
3433,1030500000000,0.761
3434,1030800000000,0.756
3435,1031100000000,0.758
3436,1031400000000,0.755
3437,1031700000000,0.754
3438,1032000000000,0.75
3439,1032300000000,0.746
3440,1032600000000,0.747
3441,1032900000000,0.753
3442,1033200000000,0.749
3443,1033500000000,0.74
3444,1033800000000,0.74
3445,1034100000000,0.734
3446,1034400000000,0.722
3447,1034700000000,0.717
3448,1035000000000,0.718
3449,1035300000000,0.715
3450,1035600000000,0.722
3451,1035900000000,0.731
3452,1036200000000,0.726
3453,1036500000000,0.722
3454,1036800000000,0.727
3455,1037100000000,0.732
3456,1037400000000,0.729
3457,1037700000000,0.73
3458,1038000000000,0.736
3459,1038300000000,0.742
3460,1038600000000,0.739
3461,1038900000000,0.734
3462,1039200000000,0.728
3463,1039500000000,0.727
3464,1039800000000,0.724
3465,1040100000000,0.717
3466,1040400000000,0.709
3467,1040700000000,0.707
3468,1041000000000,0.698
3469,1041300000000,0.694
3470,1041600000000,0.699
3471,1041900000000,0.702
3472,1042200000000,0.71
3473,1042500000000,0.711
3474,1042800000000,0.719
3475,1043100000000,0.725
3476,1043400000000,0.729
3477,1043700000000,0.737
3478,1044000000000,0.735
3479,1044300000000,0.734
3480,1044600000000,0.738
3481,1044900000000,0.74
3482,1045200000000,0.739
3483,1045500000000,0.737
3484,1045800000000,0.734
3485,1046100000000,0.731
3486,1046400000000,0.732
3487,1046700000000,0.733
3488,1047000000000,0.73
3489,1047300000000,0.73
3490,1047600000000,0.733
3491,1047900000000,0.736
3492,1048200000000,0.743
3493,1048500000000,0.75
3494,1048800000000,0.752
3495,1049100000000,0.751
3496,1049400000000,0.747
3497,1049700000000,0.748
3498,1050000000000,0.738
3499,1050300000000,0.73
3500,1050600000000,0.725
3501,1050900000000,0.729
3502,1051200000000,0.73
3503,1051500000000,0.731
3504,1051800000000,0.733
3505,1052100000000,0.734
3506,1052400000000,0.732
3507,1052700000000,0.733
3508,1053000000000,0.733
3509,1053300000000,0.734
3510,1053600000000,0.74
3511,1053900000000,0.741
3512,1054200000000,0.741
3513,1054500000000,0.747
3514,1054800000000,0.758
3515,1055100000000,0.767
3516,1055400000000,0.771
3517,1055700000000,0.774
3518,1056000000000,0.771
3519,1056300000000,0.768
3520,1056600000000,0.763
3521,1056900000000,0.757
3522,1057200000000,0.754
3523,1057500000000,0.753
3524,1057800000000,0.744
3525,1058100000000,0.737
3526,1058400000000,0.732
3527,1058700000000,0.731
3528,1059000000000,0.732
3529,1059300000000,0.734
3530,1059600000000,0.737
3531,1059900000000,0.744
